word_index	level	word	pinyin	part_of_speech	pinyin_numbered	pinyin_cc-cedict	traditional_cc-cedict	definition_cc-cedict
8614	7-9	谦逊	qiānxùn	形	qian1 xun4	qian1 xun4	謙遜	humble/modest/unpretentious/modesty
8615	7-9	迁移	qiānyí	动	qian1 yi2	qian1 yi2	遷移	to migrate/to move
8616	7-9	签约	qiānyuē	动	qian1 yue1	qian1 yue1	簽約	to sign a contract or agreement
8617	7-9	牵制	qiānzhì	动	qian1 zhi4	qian1 zhi4	牽制	to control/to curb/to restrict/to impede/to pin down (enemy troops)
8618	7-9	千姿百态	qiānzī-bǎitài		qian1 zi1 bai3 tai4	qian1 zi1 bai3 tai4	千姿百態	(idiom) to come in many different shapes; to display a great variety of forms
8619	7-9	前辈	qiánbèi	名	qian2 bei4	qian2 bei4	前輩	senior/older generation/precursor
8620	7-9	钱财	qiáncái	名	qian2 cai2	qian2 cai2	錢財	wealth/money
8621	7-9	前程	qiánchéng	名	qian2 cheng2	qian2 cheng2	前程	future (career etc) prospects
8622	7-9	虔诚	qiánchéng	形	qian2 cheng2	qian2 cheng2	虔誠	pious/devout/sincere
8623	7-9	潜伏	qiánfú	动	qian2 fu2	qian2 fu2	潛伏	to hide/to cover up/to conceal
8624	7-9	前赴后继	qiánfù-hòujì		qian2 fu4 hou4 ji4	qian2 fu4 hou4 ji4	前赴後繼	to advance dauntlessly in wave upon wave (idiom)
8625	7-9	潜能	qiánnéng	名	qian2 neng2	qian2 neng2	潛能	potential/hidden capability
8626	7-9	前任	qiánrèn	名	qian2 ren4	qian2 ren4	前任	predecessor/ex-/former/ex (spouse etc)
8627	7-9	潜入	qiánrù	动	qian2 ru4	qian2 ru4	潛入	to submerge/to infiltrate/to steal into
8628	7-9	潜水	qiánshuǐ	动	qian2 shui3	qian2 shui3	潛水	to dive/to go under water/(in an online forum) to lurk
8629	7-9	前所未有	qiánsuǒwèiyǒu		qian2 suo3 wei4 you3	qian2 suo3 wei4 you3	前所未有	(idiom) unprecedented
8630	7-9	前台	qiántái	名	qian2 tai2	qian2 tai2	前臺	stage/proscenium/foreground in politics etc (sometimes derog.)/front desk/reception desk/(computing) front-end/foreground
8631	7-9	潜艇	qiántǐng	名	qian2 ting3	qian2 ting3	潛艇	a submarine
8632	7-9	前无古人	qiánwúgǔrén		qian2 wu2 gu3 ren2	qian2 wu2 gu3 ren2	前無古人	(idiom) unprecedented/unheard of
8633	7-9	前夕	qiánxī	名	qian2 xi1	qian2 xi1	前夕	eve/the day before
8634	7-9	前线	qiánxiàn	名	qian2 xian4	qian2 xian4	前線	front line/military front/workface/cutting edge
8635	7-9	潜心	qiánxīn	动	qian2 xin1	qian2 xin1	潛心	to concentrate fully on sth/single-minded
8636	7-9	前沿	qiányán	名	qian2 yan2	qian2 yan2	前沿	(military) forward position/frontier; cutting-edge; forefront
8637	7-9	潜移默化	qiányí-mòhuà		qian2 yi2 mo4 hua4	qian2 yi2 mo4 hua4	潛移默化	imperceptible influence/to influence secretly
8638	7-9	潜在	qiánzài	形	qian2 zai4	qian2 zai4	潛在	hidden/potential/latent
8639	7-9	浅显	qiǎnxiǎn	形	qian3 xian3	qian3 xian3	淺顯	(of written or spoken material) easy to understand; accessible
8640	7-9	谴责	qiǎnzé	动	qian3 ze2	qian3 ze2	譴責	to denounce/to condemn/to criticize/condemnation/criticism
8641	7-9	欠缺	qiànquē	动、名	qian4 que1	qian4 que1	欠缺	to be deficient in/lapse/deficiency
8642	7-9	欠条	qiàntiáo	名	qian4 tiao2	qian4 tiao2	欠條	IOU/certificate of indebtedness
8643	7-9	歉意	qiànyì	名	qian4 yi4	qian4 yi4	歉意	apology/regret
8644	7-9	呛	qiāng	动	qiang1	qiang1	嗆	to choke (because of swallowing the wrong way)
8645	7-9	腔	qiāng	名	qiang1	qiang1	腔	(bound form) cavity/(bound form) speech; talk/tune/accent (in one's speech)/(old) classifier for carcasses of slaughtered livestock
8646	7-9	枪毙	qiāngbì	动	qiang1 bi4	qiang1 bi4	槍斃	to execute by firing squad/to shoot dead/fig. to discard/to get rid of
8647	7-9	强盗	qiángdào	名	qiang2 dao4	qiang2 dao4	強盜	to rob (with force)/bandit/robber/CL:個|个[ge4]
8648	7-9	强加	qiángjiā	动	qiang2 jia1	qiang2 jia1	強加	to impose/to force upon
8649	7-9	强劲	qiángjìng	形	qiang2 jing4	qiang2 jing4	強勁	strong/powerful/robust
8650	7-9	强势	qiángshì	名	qiang2 shi4	qiang2 shi4	強勢	strong/powerful/(linguistics) emphatic/intensive
8651	7-9	强项	qiángxiàng	名	qiang2 xiang4	qiang2 xiang4	強項	key strength/strong suit/specialty
8652	7-9	强行	qiángxíng	副	qiang2 xing2	qiang2 xing2	強行	to do sth by force/Taiwan pr. [qiang3 xing2]
8653	7-9	强硬	qiángyìng	形	qiang2 ying4	qiang2 ying4	強硬	tough/unyielding/hard-line
8654	7-9	强占	qiángzhàn	动	qiang2 zhan4	qiang2 zhan4	強佔	to occupy by force
8655	7-9	强制	qiángzhì	动	qiang2 zhi4	qiang2 zhi4	強制	to force; to compel; to coerce/forced; compulsory/Taiwan pr. [qiang3zhi4]
8656	7-9	抢夺	qiǎngduó	动	qiang3 duo2	qiang3 duo2	搶奪	to plunder/to pillage/to forcibly take
8657	7-9	抢劫	qiǎngjié	动	qiang3 jie2	qiang3 jie2	搶劫	to rob/looting
8658	7-9	抢眼	qiǎngyǎn	形	qiang3 yan3	qiang3 yan3	搶眼	eye-catching
8659	7-9	呛	qiàng	动	qiang4	qiang4	嗆	to irritate the nose/to choke (of smoke, smell etc)/pungent/(coll.) (Tw) to shout at sb/to scold/to speak out against sb
8660	7-9	敲诈	qiāozhà	动	qiao1 zha4	qiao1 zha4	敲詐	to rip off/to extort (money)/extortion/blackmail
8661	7-9	憔悴	qiáocuì	形	qiao2 cui4	qiao2 cui4	憔悴	wan and sallow/thin and pallid/haggard/(of plants) withered
8662	7-9	巧合	qiǎohé	形	qiao3 he2	qiao3 he2	巧合	coincidence/coincidental/to coincide
8663	7-9	翘	qiào	动	qiao4	qiao4	翹	to stick up/to rise on one end/to tilt
8664	7-9	撬	qiào	动	qiao4	qiao4	撬	to lift/to pry open/to lever open
8665	7-9	窍门	qiàomén	名	qiao4 men2	qiao4 men2	竅門	a trick/an ingenious method/know-how/the knack (of doing sth)
8666	7-9	切除	qiēchú	动	qie1 chu2	qie1 chu2	切除	to excise/to cut out (a tumor)
8667	7-9	切磋	qiēcuō	动	qie1 cuo1	qie1 cuo1	切磋	to compare notes; to learn from one another
8668	7-9	切割	qiēgē	动	qie1 ge1	qie1 ge1	切割	to cut
8669	7-9	切换	qiēhuàn	动	qie1 huan4	qie1 huan4	切換	to switch over/to switch modes or data streams/to cut (to a new scene)
8670	7-9	且	qiě	连	qie3	qie3	且	and/moreover/yet/for the time being/to be about to/both (... and...)
8671	7-9	锲而不舍	qiè’érbùshě		qie4 er2 bu4 she3	qie4 er2 bu4 she3	鍥而不捨	to chip away at a task and not abandon it (idiom); to chisel away at sth/to persevere/unflagging efforts
8672	7-9	切记	qièjì	动	qie4 ji4	qie4 ji4	切記	remember at all costs
8673	7-9	切忌	qièjì	动	qie4 ji4	qie4 ji4	切忌	to avoid as taboo/to avoid by all means
8674	7-9	窃取	qièqǔ	动	qie4 qu3	qie4 qu3	竊取	to steal (usu. private information, intellectual property etc)
8675	7-9	切身	qièshēn	形	qie4 shen1	qie4 shen1	切身	direct/concerning oneself/personal
8676	7-9	惬意	qièyì	形	qie4 yi4	qie4 yi4	愜意	satisfied; pleased; contented
8677	7-9	侵犯	qīnfàn	动	qin1 fan4	qin1 fan4	侵犯	to infringe on/to encroach on/to violate/to assault
8678	7-9	侵害	qīnhài	动	qin1 hai4	qin1 hai4	侵害	to encroach on/to infringe on
8679	7-9	亲和力	qīnhélì	名	qin1 he2 li4	qin1 he2 li4	親和力	(personal) warmth/approachability/accessibility/(in a product) user friendliness/(chemistry) affinity
8680	7-9	亲近	qīnjìn	形、动	qin1 jin4	qin1 jin4	親近	intimate/to get close to
8681	7-9	侵略	qīnlüè	动	qin1 lüe4	qin1 lüe4	侵略	to invade/invasion
8682	7-9	钦佩	qīnpèi	动	qin1 pei4	qin1 pei4	欽佩	to admire/to look up to/to respect sb greatly
8683	7-9	侵权	qīnquán	动	qin1 quan2	qin1 quan2	侵權	to infringe the rights of/to violate/infringement
8684	7-9	亲热	qīnrè	形、动	qin1 re4	qin1 re4	親熱	affectionate; intimate; warmhearted/to show affection for/(coll.) to get intimate with sb
8685	7-9	亲身	qīnshēn	形	qin1 shen1	qin1 shen1	親身	personal/oneself
8686	7-9	亲生	qīnshēng	形	qin1 sheng1	qin1 sheng1	親生	one's own (child) (i.e. one's child by birth)/biological (parents)/birth (parents)
8687	7-9	亲手	qīnshǒu	副	qin1 shou3	qin1 shou3	親手	personally/with one's own hands
8688	7-9	亲眼	qīnyǎn	副	qin1 yan3	qin1 yan3	親眼	with one's own eyes/personally
8689	7-9	侵占	qīnzhàn	动	qin1 zhan4	qin1 zhan4	侵佔	to invade and occupy (territory)
8690	7-9	勤工俭学	qíngōng-jiǎnxué		qin2 gong1 jian3 xue2	qin2 gong1 jian3 xue2	勤工儉學	to work part-time while studying/work-study program
8691	7-9	勤俭	qínjiǎn	形	qin2 jian3	qin2 jian3	勤儉	hardworking and frugal
8692	7-9	勤快	qínkuai	形	qin2 kuai5	qin2 kuai4	勤快	diligent; hardworking
8693	7-9	琴棋书画	qín-qí-shū-huà		qin2 qi2 shu1 hua4	qin2 qi2 shu1 hua4	琴棋書畫	(idiom) the four arts of the Chinese scholar (guqin, Go, calligraphy and painting); (by extension) the accomplishments of a well-educated person
8694	7-9	寝室	qǐnshì	名	qin3 shi4	qin3 shi4	寢室	bedroom/dormitory/CL:間|间[jian1]
8695	7-9	轻而易举	qīng’éryìjǔ		qing1 er2 yi4 ju3	qing1 er2 yi4 ju3	輕而易舉	easy/with no difficulty
8696	7-9	清澈	qīngchè	形	qing1 che4	qing1 che4	清澈	clear; limpid
8697	7-9	清除	qīngchú	动	qing1 chu2	qing1 chu2	清除	to clear away/to eliminate/to get rid of
8698	7-9	清脆	qīngcuì	形	qing1 cui4	qing1 cui4	清脆	sharp and clear/crisp/melodious/ringing/tinkling/silvery (of sound)/fragile/frail/also written 輕脆|轻脆
8699	7-9	清单	qīngdān	名	qing1 dan1	qing1 dan1	清單	list of items
8700	7-9	倾倒	qīngdǎo	动	qing1 dao3	qing1 dao3	傾倒	to topple over; to fall over/to greatly admire; to prostrate oneself before
8701	7-9	倾家荡产	qīngjiā-dàngchǎn		qing1 jia1 dang4 chan3	qing1 jia1 dang4 chan3	傾家蕩產	to lose a family fortune (idiom)
8702	7-9	清静	qīngjìng	形	qing1 jing4	qing1 jing4	清靜	quiet/peaceful and quiet
8703	7-9	青睐	qīnglài	动	qing1 lai4	qing1 lai4	青睞	(literary) (lit.) to fix one's gaze on; (fig.) to show interest in; (favorable) attention; favor
8704	7-9	清凉	qīngliáng	形	qing1 liang2	qing1 liang2	清涼	cool/refreshing/(of clothing) skimpy/revealing
8705	7-9	轻蔑	qīngmiè	动	qing1 mie4	qing1 mie4	輕蔑	scornful; disdainful; contemptuous; pejorative/disdain; contempt
8706	7-9	轻视	qīngshì	动	qing1 shi4	qing1 shi4	輕視	contempt/contemptuous/to despise/to scorn/scornful
8707	7-9	倾诉	qīngsù	动	qing1 su4	qing1 su4	傾訴	to say everything (that is on one's mind)
8708	7-9	青铜器	qīngtóngqì	名	qing1 tong2 qi4	qing1 tong2 qi4	青銅器	bronze implement/refers to ancient bronze artifacts, from c. 2,000 BC
8709	7-9	轻微	qīngwēi	形	qing1 wei1	qing1 wei1	輕微	slight/light/trivial/to a small extent
8710	7-9	倾销	qīngxiāo	动	qing1 xiao1	qing1 xiao1	傾銷	to dump (goods, products)
8711	7-9	倾斜	qīngxié	动	qing1 xie2	qing1 xie2	傾斜	to incline/to lean/to slant/to slope/to tilt
8712	7-9	清新	qīngxīn	形	qing1 xin1	qing1 xin1	清新	fresh and clean/see 清新區|清新区[Qing1 xin1 Qu1]
8713	7-9	轻型	qīngxíng	形	qing1 xing2	qing1 xing2	輕型	light (machinery, aircraft etc)
8714	7-9	情报	qíngbào	名	qing2 bao4	qing2 bao4	情報	information; intelligence
8715	7-9	情不自禁	qíngbúzìjīn		qing2 bu2 zi4 jin1	qing2 bu4 zi4 jin1	情不自禁	(idiom) cannot refrain from; cannot help; cannot but
8716	7-9	情调	qíngdiào	名	qing2 diao4	qing2 diao4	情調	ambience; mood; flavor
8717	7-9	情怀	qínghuái	名	qing2 huai2	qing2 huai2	情懷	feelings/mood
8718	7-9	情结	qíngjié	名	qing2 jie2	qing2 jie2	情結	complex (psychology)
8719	7-9	情境	qíngjìng	名	qing2 jing4	qing2 jing4	情境	situation; context; setting; environment
8720	7-9	情理	qínglǐ	名	qing2 li3	qing2 li3	情理	reason/sense
8721	7-9	情侣	qínglǚ	名	qing2 lü3	qing2 lü3	情侶	sweethearts/lovers
8722	7-9	情人	qíngrén	名	qing2 ren2	qing2 ren2	情人	lover/sweetheart
8723	7-9	情商	qíngshāng	名	qing2 shang1	qing2 shang1	情商	emotional intelligence; emotional intelligence quotient (EQ) (abbr. for 情緒商數|情绪商数[qing2 xu4 shang1 shu4])/(Tw) to ask a special favor of (sb)
8724	7-9	情谊	qíngyì	名	qing2 yi4	qing2 yi4	情誼	friendship; camaraderie
8725	7-9	情愿	qíngyuàn	动、副	qing2 yuan4	qing2 yuan4	情願	willingness/would rather (agree to X than Y)
8726	7-9	请柬	qǐngjiǎn	名	qing3 jian3	qing3 jian3	請柬	invitation card/written invitation
8727	7-9	请示	qǐngshì	动	qing3 shi4	qing3 shi4	請示	to ask for instructions
8728	7-9	请帖	qǐngtiě	名	qing3 tie3	qing3 tie3	請帖	invitation card/written invitation
8729	7-9	庆典	qìngdiǎn	名	qing4 dian3	qing4 dian3	慶典	celebration
8730	7-9	庆贺	qìnghè	动	qing4 he4	qing4 he4	慶賀	to congratulate/to celebrate
8731	7-9	庆幸	qìngxìng	动	qing4 xing4	qing4 xing4	慶幸	to rejoice; to be glad
8732	7-9	丘陵	qiūlíng	名	qiu1 ling2	qiu1 ling2	丘陵	hills
8733	7-9	囚犯	qiúfàn	名	qiu2 fan4	qiu2 fan4	囚犯	prisoner; convict
8734	7-9	求同存异	qiútóng-cúnyì		qiu2 tong2 cun2 yi4	qiu2 tong2 cun2 yi4	求同存異	(idiom) to put aside differences and work together; to seek common ground and cooperate
8735	7-9	求学	qiúxué	动	qiu2 xue2	qiu2 xue2	求學	to pursue one's studies; to attend school/to seek knowledge
8736	7-9	求医	qiúyī	动	qiu2 yi1	qiu2 yi1	求醫	to seek medical treatment/to see a doctor
8737	7-9	求证	qiúzhèng	动	qiu2 zheng4	qiu2 zheng4	求證	to seek proof/to seek confirmation
8738	7-9	驱动	qūdòng	动	qu1 dong4	qu1 dong4	驅動	to drive/to propel/drive (vehicle wheel)/drive mechanism (tape or disk)/device driver (computing software)
8739	7-9	屈服	qūfú	动	qu1 fu2	qu1 fu2	屈服	to surrender/to succumb/to yield/(as a transitive verb) to defeat/to prevail over
8740	7-9	区间	qūjiān	名	qu1 jian1	qu1 jian1	區間	delimited area/defined section of a train or bus route/numerical range/(math.) interval
8741	7-9	区区	qūqū	形	qu1 qu1	qu1 qu1	區區	insignificant/trifling/merely
8742	7-9	曲线	qūxiàn	名	qu1 xian4	qu1 xian4	曲線	curve/curved line/indirect/in a roundabout way
8743	7-9	趋于	qūyú	动	qu1 yu2	qu1 yu2	趨於	to tend towards
8744	7-9	曲折	qūzhé	形	qu1 zhe2	qu1 zhe2	曲折	winding/(fig.) complicated
8745	7-9	驱逐	qūzhú	动	qu1 zhu2	qu1 zhu2	驅逐	to expel/to deport/banishment
8746	7-9	取而代之	qǔ’érdàizhī		qu3 er2 dai4 zhi1	qu3 er2 dai4 zhi1	取而代之	(idiom) to replace; to supersede; to take its (or her etc) place
8747	7-9	取材	qǔcái	动	qu3 cai2	qu3 cai2	取材	to collect material
8748	7-9	取缔	qǔdì	动	qu3 di4	qu3 di4	取締	to suppress; to crack down on; to prohibit
8749	7-9	取经	qǔjīng	动	qu3 jing1	qu3 jing1	取經	to journey to India on a quest for the Buddhist scriptures/to learn by studying another's experience
8750	7-9	取决	qǔjué	动	qu3 jue2	qu3 jue2	取決	(usually followed by 於|于[yu2]) to hinge on/to be decided by/to depend on
8751	7-9	取暖	qǔnuǎn	动	qu3 nuan3	qu3 nuan3	取暖	to warm oneself (by a fire, heater etc)
8752	7-9	取胜	qǔshèng	动	qu3 sheng4	qu3 sheng4	取勝	to score a victory/to prevail over one's opponents
8753	7-9	取笑	qǔxiào	动	qu3 xiao4	qu3 xiao4	取笑	to tease; to make fun of
8754	7-9	曲艺	qǔyì	名	qu3 yi4	qu3 yi4	曲藝	folk musical theater
8755	7-9	去除	qùchú	动	qu4 chu2	qu4 chu2	去除	to remove/to dislodge
8756	7-9	去处	qùchù	名	qu4 chu4	qu4 chu4	去處	place/destination
8757	7-9	去向	qùxiàng	名	qu4 xiang4	qu4 xiang4	去向	direction in which sb or sth has gone; whereabouts
8758	7-9	圈套	quāntào	名	quan1 tao4	quan1 tao4	圈套	trap; snare; trick
8759	7-9	圈子	quānzi	名	quan1 zi5	quan1 zi5	圈子	circle/ring/(social) circle
8760	7-9	拳	quán	名、动	quan2	quan2	拳	fist/boxing
8761	7-9	全方位	quánfāngwèi	名	quan2 fang1 wei4	quan2 fang1 wei4	全方位	all around/omnidirectional/complete/holistic/comprehensive
8762	7-9	权衡	quánhéng	动	quan2 heng2	quan2 heng2	權衡	to consider/to weigh (a matter)/to balance (pros and cons)
8763	7-9	拳击	quánjī	名	quan2 ji1	quan2 ji1	拳擊	boxing
8764	7-9	全局	quánjú	名	quan2 ju2	quan2 ju2	全局	overall situation
8765	7-9	全力以赴	quánlìyǐfù		quan2 li4 yi3 fu4	quan2 li4 yi3 fu4	全力以赴	to do at all costs/to make an all-out effort
8766	7-9	全能	quánnéng	形	quan2 neng2	quan2 neng2	全能	omnipotent/all-round/strong in every area
8767	7-9	全身心	quánshēnxīn	副	quan2 shen1 xin1	quan2 shen1 xin1	全身心	wholeheartedly/(to devote oneself) heart and soul
8768	7-9	诠释	quánshì	动	quan2 shi4	quan2 shi4	詮釋	to interpret/to comment and explain/to annotate/to perform (i.e. interpret a theatrical role)/to decode/interpretation/annotation
8769	7-9	拳头	quántóu	名	quan2 tou2	quan2 tou5	拳頭	fist/(of a product, service, project etc) flagship; key; core
8770	7-9	权威	quánwēi	名、形	quan2 wei1	quan2 wei1	權威	authority/authoritative/power and prestige
8771	7-9	权限	quánxiàn	名	quan2 xian4	quan2 xian4	權限	scope of authority; extent of power; (access etc) privileges
8772	7-9	全心全意	quánxīn-quányì		quan2 xin1 quan2 yi4	quan2 xin1 quan2 yi4	全心全意	(idiom) heart and soul; wholeheartedly
8773	7-9	权益	quányì	名	quan2 yi4	quan2 yi4	權益	rights/interests/rights and benefits
8774	7-9	劝告	quàngào	动、名	quan4 gao4	quan4 gao4	勸告	to advise/to urge/to exhort/exhortation/advice/CL:席[xi2]
8775	7-9	劝说	quànshuō	动	quan4 shuo1	quan4 shuo1	勸說	to persuade/persuasion/to advise
8776	7-9	劝阻	quànzǔ	动	quan4 zu3	quan4 zu3	勸阻	to advise against/to dissuade
8777	7-9	缺口	quēkǒu	名	que1 kou3	que1 kou3	缺口	nick/jag/gap/shortfall
8778	7-9	缺失	quēshī	名、动	que1 shi1	que1 shi1	缺失	lack; deficiency/shortcoming; flaw; defect/to be deficient; to lack
8779	7-9	缺席	quēxí	动	que1 xi2	que1 xi2	缺席	to be absent
8780	7-9	瘸	qué	动	que2	que2	瘸	lame
8781	7-9	确切	quèqiè	形	que4 qie4	que4 qie4	確切	definite/exact/precise
8782	7-9	确信	quèxìn	动	que4 xin4	que4 xin4	確信	to be convinced/to be sure/to firmly believe/to be positive that/definite news
8783	7-9	确凿	quèzáo	形	que4 zao2	que4 zao2	確鑿	definite/conclusive/undeniable/authentic/also pr. [que4 zuo4]
8784	7-9	确诊	quèzhěn	动	que4 zhen3	que4 zhen3	確診	to make a definite diagnosis/confirmed (case of a specific disease)
8785	7-9	燃放	ránfàng	动	ran2 fang4	ran2 fang4	燃放	to light/to set off (firecrackers etc)
8786	7-9	燃气	ránqì	名	ran2 qi4	ran2 qi4	燃氣	fuel gas (coal gas, natural gas, methane etc)
8787	7-9	燃油	rányóu	名	ran2 you2	ran2 you2	燃油	fuel oil
8788	7-9	嚷	rǎng	动	rang3	rang3	嚷	to shout/to bellow/to make a big deal of sth/to make a fuss about sth
8789	7-9	让步	ràngbù	动	rang4 bu4	rang4 bu4	讓步	to concede/to give in/to yield/a concession/(linguistics) concessive
8790	7-9	饶	ráo	动	rao2	rao2	饒	rich/abundant/exuberant/to add for free/to throw in as bonus/to spare/to forgive/despite/although/surname Rao
8791	7-9	饶恕	ráoshù	动	rao2 shu4	rao2 shu4	饒恕	to forgive/to pardon/to spare
8792	7-9	扰乱	rǎoluàn	动	rao3 luan4	rao3 luan4	擾亂	to disturb/to perturb/to harass
8793	7-9	绕行	ràoxíng	动	rao4 xing2	rao4 xing2	繞行	to take a circular (or circuitous) route/to do a circuit/(of a planet) to orbit/(of a sailor) to circumnavigate/to take a detour/to bypass
8794	7-9	绕远儿	ràoyuǎnr	动、形	rao4 yuan3 r5	rao4 yuan3 r5	繞遠兒	to go the long way round/to take a circuitous route/(of a route) circuitous
8795	7-9	惹	rě	动	re3	re3	惹	to provoke/to irritate/to vex/to stir up/to anger/to attract (troubles)/to cause (problems)
8796	7-9	热潮	rècháo	名	re4 chao2	re4 chao2	熱潮	wave of enthusiasm; craze; upsurge
8797	7-9	热带	rèdài	名	re4 dai4	re4 dai4	熱帶	the tropics/tropical
8798	7-9	热泪盈眶	rèlèi-yíngkuàng		re4 lei4 ying2 kuang4	re4 lei4 ying2 kuang4	熱淚盈眶	eyes brimming with tears of excitement (idiom)/extremely moved
8799	7-9	热腾腾	rèténgténg	形	re4 teng2 teng2	re4 teng2 teng2	熱騰騰	steaming hot/(fig.) bustling/hectic/(fig.) excited/stirred up/(fig.) created only a short time before/freshly minted/hot off the press/(coll.) also pr. [re4 teng1 teng1]
8800	7-9	热销	rèxiāo	动	re4 xiao1	re4 xiao1	熱銷	to sell well/hot-selling
8801	7-9	热衷	rèzhōng	动	re4 zhong1	re4 zhong1	熱衷	to feel strongly about/to be fond of/obsession/deep commitment
8802	7-9	仁慈	réncí	形	ren2 ci2	ren2 ci2	仁慈	benevolent/charitable/kind/kindly/kindness/merciful
